gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,conm,CURCDQ,DATACQTR,DATAFQTR,CEQQ,CSHOQ,COSTAT,DVPSPQ,MKVALTQ,PRCCQ,SPCINDCD,SPCSECCD
1356,3/31/2000,2000,1,INDL,C,D,STD,AA,ALCOA INC,USD,2000Q1,2000Q1,5941,369.486,A,0.25,,70.25,115,970
1356,6/30/2000,2000,2,INDL,C,D,STD,AA,ALCOA INC,USD,2000Q2,2000Q2,10984,866.001,A,0.125,,29,115,970
1356,9/30/2000,2000,3,INDL,C,D,STD,AA,ALCOA INC,USD,2000Q3,2000Q3,10938,864.961,A,0.125,,25.3125,115,970
1356,12/31/2000,2000,4,INDL,C,D,STD,AA,ALCOA INC,USD,2000Q4,2000Q4,11366,865.517,A,0.125,,33.5,115,970
1356,3/31/2001,2001,1,INDL,C,D,STD,AA,ALCOA INC,USD,2001Q1,2001Q1,10963,863.168,A,0.15,,35.95,115,970
1356,6/30/2001,2001,2,INDL,C,D,STD,AA,ALCOA INC,USD,2001Q2,2001Q2,10986,857.667,A,0.15,,39.4,115,970
1356,9/30/2001,2001,3,INDL,C,D,STD,AA,ALCOA INC,USD,2001Q3,2001Q3,10762,849.303,A,0.15,,31.01,115,970
1356,12/31/2001,2001,4,INDL,C,D,STD,AA,ALCOA INC,USD,2001Q4,2001Q4,10558,847.582,A,0.15,,35.55,115,970
1356,3/31/2002,2002,1,INDL,C,D,STD,AA,ALCOA INC,USD,2002Q1,2002Q1,10463,846.647,A,0.15,,37.74,115,970
1356,6/30/2002,2002,2,INDL,C,D,STD,AA,ALCOA INC,USD,2002Q2,2002Q2,10828,844.427,A,0.15,,33.15,115,970
1356,9/30/2002,2002,3,INDL,C,D,STD,AA,ALCOA INC,USD,2002Q3,2002Q3,10673,844.244,A,0.15,,19.3,115,970
1356,12/31/2002,2002,4,INDL,C,D,STD,AA,ALCOA INC,USD,2002Q4,2002Q4,9872,844.819,A,0.15,,22.78,115,970
1356,3/31/2003,2003,1,INDL,C,D,STD,AA,ALCOA INC,USD,2003Q1,2003Q1,10028,845.157,A,0.15,,19.38,115,970
1356,6/30/2003,2003,2,INDL,C,D,STD,AA,ALCOA INC,USD,2003Q2,2003Q2,10334,846.084,A,0.15,,25.5,115,970
1356,9/30/2003,2003,3,INDL,C,D,STD,AA,ALCOA INC,USD,2003Q3,2003Q3,11062,865.355,A,0.15,,26.16,115,970
1356,12/31/2003,2003,4,INDL,C,D,STD,AA,ALCOA INC,USD,2003Q4,2003Q4,12020,868.491,A,0.15,,38,115,970
1356,3/31/2004,2004,1,INDL,C,D,STD,AA,ALCOA INC,USD,2004Q1,2004Q1,12239,869.411,A,0.15,,34.69,115,970
1356,6/30/2004,2004,2,INDL,C,D,STD,AA,ALCOA INC,USD,2004Q2,2004Q2,12220,869.836,A,0.15,,33.03,115,970
1356,9/30/2004,2004,3,INDL,C,D,STD,AA,ALCOA INC,USD,2004Q3,2004Q3,12500,870.479,A,0.15,,33.59,115,970
1356,12/31/2004,2004,4,INDL,C,D,STD,AA,ALCOA INC,USD,2004Q4,2004Q4,13245,870.98,A,0.15,,31.42,115,970
1356,3/31/2005,2005,1,INDL,C,D,STD,AA,ALCOA INC,USD,2005Q1,2005Q1,13348,872.011,A,0.15,,30.39,115,970
1356,6/30/2005,2005,2,INDL,C,D,STD,AA,ALCOA INC,USD,2005Q2,2005Q2,13301,872.247,A,0.15,,26.13,115,970
1356,9/30/2005,2005,3,INDL,C,D,STD,AA,ALCOA INC,USD,2005Q3,2005Q3,13590,872.707,A,0.15,,24.42,115,970
1356,12/31/2005,2005,4,INDL,C,D,STD,AA,ALCOA INC,USD,2005Q4,2005Q4,13318,870.269,A,0.15,,29.57,115,970
1356,3/31/2006,2006,1,INDL,C,D,STD,AA,ALCOA INC,USD,2006Q1,2006Q1,13874,870.101,A,0.15,26590.2866,30.56,115,970
1356,6/30/2006,2006,2,INDL,C,D,STD,AA,ALCOA INC,USD,2006Q2,2006Q2,14365,866.888,A,0.15,28052.4957,32.36,115,970
1356,9/30/2006,2006,3,INDL,C,D,STD,AA,ALCOA INC,USD,2006Q3,2006Q3,14650,867.078,A,0.15,24312.8671,28.04,115,970
1356,12/31/2006,2006,4,INDL,C,D,STD,AA,ALCOA INC,USD,2006Q4,2006Q4,14576,867.74,A,0.15,26040.8774,30.01,115,970
1356,3/31/2007,2007,1,INDL,C,D,STD,AA,ALCOA INC,USD,2007Q1,2007Q1,15367,868.989,A,0.17,29458.7271,33.9,115,970
1356,6/30/2007,2007,2,INDL,C,D,STD,AA,ALCOA INC,USD,2007Q2,2007Q2,16777,884.034,A,0.17,35829.898,40.53,115,970
1356,9/30/2007,2007,3,INDL,C,D,STD,AA,ALCOA INC,USD,2007Q3,2007Q3,15859,848.148,A,0.17,33179.5498,39.12,115,970
1356,12/31/2007,2007,4,INDL,C,D,STD,AA,ALCOA INC,USD,2007Q4,2007Q4,15961,827.402,A,0.17,30241.5431,36.55,115,970
1356,3/31/2008,2008,1,INDL,C,D,STD,AA,ALCOA INC,USD,2008Q1,2008Q1,15758,815.005,A,0.17,29389.0803,36.06,115,970
1356,6/30/2008,2008,2,INDL,C,D,STD,AA,ALCOA INC,USD,2008Q2,2008Q2,16647,815.304,A,0.17,29041.1285,35.62,115,970
1356,9/30/2008,2008,3,INDL,C,D,STD,AA,ALCOA INC,USD,2008Q3,2008Q3,15010,800.317,A,0.17,18071.1579,22.58,115,970
1356,12/31/2008,2008,4,INDL,C,D,STD,AA,ALCOA INC,USD,2008Q4,2008Q4,11680,800.317,A,0.17,9011.5694,11.26,115,970
1356,3/31/2009,2009,1,INDL,C,D,STD,AA,ALCOA INC,USD,2009Q1,2009Q1,12382,974.275,A,0.17,7151.1785,7.34,115,970
1356,6/30/2009,2009,2,INDL,C,D,STD,AA,ALCOA INC,USD,2009Q2,2009Q2,12762,974.287,A,0,10064.3847,10.33,115,970
1356,9/30/2009,2009,3,INDL,C,D,STD,AA,ALCOA INC,USD,2009Q3,2009Q3,13179,974.377,A,0.03,12783.8262,13.12,115,970
1356,12/31/2009,2009,4,INDL,C,D,STD,AA,ALCOA INC,USD,2009Q4,2009Q4,12365,974.379,A,0.03,15706.9895,16.12,115,970
1356,3/31/2010,2010,1,INDL,C,D,STD,AA,ALCOA INC,USD,2010Q1,2010Q1,12614,1020.819,A,0.03,14536.4626,14.24,115,970
1356,6/30/2010,2010,2,INDL,C,D,STD,AA,ALCOA INC,USD,2010Q2,2010Q2,12554,1021.204,A,0.03,10273.3122,10.06,115,970
1356,9/30/2010,2010,3,INDL,C,D,STD,AA,ALCOA INC,USD,2010Q3,2010Q3,13298,1021.35,A,0.03,12368.5485,12.11,115,970
1356,12/31/2010,2010,4,INDL,C,D,STD,AA,ALCOA INC,USD,2010Q4,2010Q4,13556,1022.026,A,0.03,15728.9801,15.39,115,970
1356,3/31/2011,2011,1,INDL,C,D,STD,AA,ALCOA INC,USD,2011Q1,2011Q1,14719,1063.466,A,0.03,18780.8096,17.66,115,970
1356,6/30/2011,2011,2,INDL,C,D,STD,AA,ALCOA INC,USD,2011Q2,2011Q2,15597,1064.104,A,0.03,16876.6894,15.86,115,970
1356,9/30/2011,2011,3,INDL,C,D,STD,AA,ALCOA INC,USD,2011Q3,2011Q3,14864,1064.276,A,0.03,10185.1213,9.57,115,970
1356,12/31/2011,2011,4,INDL,C,D,STD,AA,ALCOA INC,USD,2011Q4,2011Q4,13789,1064.412,A,0.03,9207.1638,8.65,115,970
1356,3/31/2012,2012,1,INDL,C,D,STD,AA,ALCOA INC,USD,2012Q1,2012Q1,14087,1066.594,A,0.03,10687.2719,10.02,115,970
1356,6/30/2012,2012,2,INDL,C,D,STD,AA,ALCOA INC,USD,2012Q2,2012Q2,13603,1066.882,A,0.03,9335.2175,8.75,115,970
1356,9/30/2012,2012,3,INDL,C,D,STD,AA,ALCOA INC,USD,2012Q3,2012Q3,13515,1067.153,A,0.03,9449.6398,8.855,115,970
1356,12/31/2012,2012,4,INDL,C,D,STD,AA,ALCOA INC,USD,2012Q4,2012Q4,13144,1067.212,A,0.03,9263.4002,8.68,115,970
1356,3/31/2013,2013,1,INDL,C,D,STD,AA,ALCOA INC,USD,2013Q1,2013Q1,13366,1069.378,A,0.03,9111.1006,8.52,115,970
1078,3/31/2000,2000,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2000Q1,2000Q1,7873.567,1549.132,A,0.17,,35.1875,280,905
1078,6/30/2000,2000,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2000Q2,2000Q2,8184.394,1549.931,A,0.19,,44.5625,280,905
1078,9/30/2000,2000,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2000Q3,2000Q3,8313.661,1546.428,A,0.19,,47.5625,280,905
1078,12/31/2000,2000,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2000Q4,2000Q4,8570.906,1545.934,A,0.19,,48.4375,280,905
1078,3/31/2001,2001,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2001Q1,2001Q1,8099.494,1548.255,A,0.19,,47.19,280,905
1078,6/30/2001,2001,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2001Q2,2001Q2,8558.402,1550.907,A,0.21,,48,280,905
1078,9/30/2001,2001,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2001Q3,2001Q3,8671.065,1552.237,A,0.21,,51.85,280,905
1078,12/31/2001,2001,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2001Q4,2001Q4,9059.432,1554.53,A,0.21,,55.75,280,905
1078,3/31/2002,2002,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2002Q1,2002Q1,9445.803,1560.614,A,0.21,,52.6,280,905
1078,6/30/2002,2002,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2002Q2,2002Q2,9888.796,1562.131,A,0.235,,37.65,280,905
1078,9/30/2002,2002,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2002Q3,2002Q3,10547.173,1562.541,A,0.235,,40.4,280,905
1078,12/31/2002,2002,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2002Q4,2002Q4,10664.553,1563.068,A,0.235,,40,280,905
1078,3/31/2003,2003,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2003Q1,2003Q1,11371.407,1560.968,A,0.235,,37.61,280,905
1078,6/30/2003,2003,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2003Q2,2003Q2,11892.836,1562.56,A,0.245,,43.76,280,905
1078,9/30/2003,2003,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2003Q3,2003Q3,11864.787,1563.353,A,0.245,,42.55,280,905
1078,12/31/2003,2003,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2003Q4,2003Q4,13072.258,1564.518,A,0.245,,46.6,280,905
1078,3/31/2004,2004,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2004Q1,2004Q1,13512.042,1559.676,A,0.245,,41.1,280,905
1078,6/30/2004,2004,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2004Q2,2004Q2,12825.866,1561.157,A,0.26,,40.76,280,905
1078,9/30/2004,2004,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2004Q3,2004Q3,12955.344,1557.392,A,0.26,,42.36,280,905
1078,12/31/2004,2004,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2004Q4,2004Q4,14325.783,1560.024,A,0.26,,46.65,280,905
1078,3/31/2005,2005,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2005Q1,2005Q1,14177.548,1550.677,A,0.26,,46.62,280,905
1078,6/30/2005,2005,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2005Q2,2005Q2,14381.911,1554.416,A,0.275,,49.01,280,905
1078,9/30/2005,2005,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2005Q3,2005Q3,14263.031,1551.228,A,0.275,,42.4,280,905
1078,12/31/2005,2005,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2005Q4,2005Q4,14415.271,1539.235,A,0.275,,39.43,280,905
1078,3/31/2006,2006,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2006Q1,2006Q1,14442.145,1526.217,A,0.275,64818.436,42.47,280,905
1078,6/30/2006,2006,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2006Q2,2006Q2,15185.506,1527.807,A,0.295,66627.6633,43.61,280,905
1078,9/30/2006,2006,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2006Q3,2006Q3,15633.401,1534.864,A,0.295,74532.9958,48.56,280,905
1078,12/31/2006,2006,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2006Q4,2006Q4,14054.186,1537.243,A,0.295,74879.1065,48.71,280,905
1078,3/31/2007,2007,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2007Q1,2007Q1,14319.141,1540.36,A,0.295,85952.088,55.8,280,905
1078,6/30/2007,2007,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2007Q2,2007Q2,15334.153,1545.453,A,0.325,82759.0082,53.55,280,905
1078,9/30/2007,2007,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2007Q3,2007Q3,15608.16,1545.273,A,0.325,82857.5383,53.62,280,905
1078,12/31/2007,2007,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2007Q4,2007Q4,17778.54,1549.91,A,0.325,87027.4465,56.15,280,905
1078,3/31/2008,2008,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2008Q1,2008Q1,17979.544,1543.296,A,0.325,85112.7744,55.15,280,905
1078,6/30/2008,2008,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2008Q2,2008Q2,18958.802,1541.547,A,0.36,81655.7446,52.97,280,905
1078,9/30/2008,2008,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2008Q3,2008Q3,19345.835,1551.582,A,0.36,89340.0916,57.58,280,905
1078,12/31/2008,2008,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2008Q4,2008Q4,17479.551,1552.433,A,0.36,82853.3492,53.37,280,905
1078,3/31/2009,2009,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2009Q1,2009Q1,17943.299,1545.459,A,0.36,73718.3943,47.7,280,905
1078,6/30/2009,2009,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2009Q2,2009Q2,19879.112,1545.913,A,0.4,72719.7475,47.04,280,905
1078,9/30/2009,2009,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2009Q3,2009Q3,21335.055,1546.738,A,0.4,76517.1289,49.47,280,905
1078,12/31/2009,2009,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2009Q4,2009Q4,22855.627,1551.168,A,0.4,83747.5603,53.99,280,905
1078,3/31/2010,2010,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2010Q1,2010Q1,20860.099,1543.565,A,0.4,81315.0042,52.68,280,905
1078,6/30/2010,2010,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2010Q2,2010Q2,19911.709,1544.029,A,0.44,72229.6766,46.78,280,905
1078,9/30/2010,2010,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2010Q3,2010Q3,21403.932,1545.816,A,0.44,80753.4278,52.24,280,905
1078,12/31/2010,2010,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2010Q4,2010Q4,22388.135,1546.984,A,0.44,74116.0034,47.91,280,905
1078,3/31/2011,2011,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2011Q1,2011Q1,24629.65,1554.283,A,0.44,76237.5812,49.05,280,905
1078,6/30/2011,2011,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2011Q2,2011Q2,26378.853,1556.577,A,0.48,81907.0817,52.62,280,905
1078,9/30/2011,2011,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2011Q3,2011Q3,24603.8,1557.796,A,0.48,79665.6874,51.14,280,905
1078,12/31/2011,2011,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2011Q4,2011Q4,24439.833,1570.379,A,0.48,88302.4112,56.23,280,905
1078,3/31/2012,2012,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2012Q1,2012Q1,25453.691,1573.392,A,0.48,96433.1957,61.29,280,905
1078,6/30/2012,2012,2,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2012Q2,2012Q2,24486.96,1569.334,A,0.51,101174.963,64.47,280,905
1078,9/30/2012,2012,3,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2012Q3,2012Q3,27014.175,1580.668,A,0.51,108370.5981,68.56,280,905
1078,12/31/2012,2012,4,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2012Q4,2012Q4,26720.961,1576.667,A,0.51,103271.6885,65.5,280,905
1078,3/31/2013,2013,1,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,2013Q1,2013Q1,22588.186,1558.865,A,0.14,55059.1118,35.32,280,905
1440,3/31/2000,2000,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2000Q1,2000Q1,4972,194.103,A,0.6,,29.8125,705,700
1440,6/30/2000,2000,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2000Q2,2000Q2,8254,321.993,A,0.6,,29.625,705,700
1440,9/30/2000,2000,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2000Q3,2000Q3,8417,321.993,A,0.6,,39.125,705,700
1440,12/31/2000,2000,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2000Q4,2000Q4,8054,322.019,A,0.6,,46.5,705,700
1440,3/31/2001,2001,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2001Q1,2001Q1,8057,322.095,A,0.6,,47,705,700
1440,6/30/2001,2001,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2001Q2,2001Q2,8148,322.201,A,0.6,,46.17,705,700
1440,9/30/2001,2001,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2001Q3,2001Q3,8379,322.202,A,0.6,,43.23,705,700
1440,12/31/2001,2001,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2001Q4,2001Q4,8229,322.235,A,0.6,,43.53,705,700
1440,3/31/2002,2002,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2002Q1,2002Q1,8186,322.619,A,0.6,,46.09,705,700
1440,6/30/2002,2002,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2002Q2,2002Q2,8384,338.834,A,0.6,,40.02,705,700
1440,9/30/2002,2002,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2002Q3,2002Q3,8666,338.835,A,0.6,,28.51,705,700
1440,12/31/2002,2002,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2002Q4,2002Q4,7064,338.835,A,0.6,,27.33,705,700
1440,3/31/2003,2003,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2003Q1,2003Q1,8437,394.993,A,0.6,,22.85,705,700
1440,6/30/2003,2003,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2003Q2,2003Q2,8413,395.002,A,0.35,,29.83,705,700
1440,9/30/2003,2003,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2003Q3,2003Q3,8458,395.005,A,0.35,,30,705,700
1440,12/31/2003,2003,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2003Q4,2003Q4,7874,395.016,A,0.35,,30.51,705,700
1440,3/31/2004,2004,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2004Q1,2004Q1,8071,395.643,A,0.35,,32.92,705,700
1440,6/30/2004,2004,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2004Q2,2004Q2,8083,395.658,A,0.35,,32,705,700
1440,9/30/2004,2004,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2004Q3,2004Q3,8283,395.696,A,0.35,,31.96,705,700
1440,12/31/2004,2004,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2004Q4,2004Q4,8515,395.858,A,0.35,,34.34,705,700
1440,3/31/2005,2005,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2005Q1,2005Q1,8268,383.933,A,0.35,,34.06,705,700
1440,6/30/2005,2005,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2005Q2,2005Q2,8382,384.397,A,0.35,,36.87,705,700
1440,9/30/2005,2005,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2005Q3,2005Q3,8985,393.46,A,0.35,,39.7,705,700
1440,12/31/2005,2005,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2005Q4,2005Q4,9088,393.719,A,0.37,,37.09,705,700
1440,3/31/2006,2006,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2006Q1,2006Q1,9384,393.912,A,0.37,13400.8862,34.02,705,700
1440,6/30/2006,2006,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2006Q2,2006Q2,9426,393.947,A,0.37,13492.6848,34.25,705,700
1440,9/30/2006,2006,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2006Q3,2006Q3,9525,394.48,A,0.37,14347.2376,36.37,705,700
1440,12/31/2006,2006,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2006Q4,2006Q4,9412,396.675,A,0.39,16890.4215,42.58,705,700
1440,3/31/2007,2007,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2007Q1,2007Q1,9540,398.168,A,0.39,19410.69,48.75,705,700
1440,6/30/2007,2007,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2007Q2,2007Q2,9656,399.19,A,0.39,17979.5176,45.04,705,700
1440,9/30/2007,2007,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2007Q3,2007Q3,9909,399.829,A,0.39,18424.1203,46.08,705,700
1440,12/31/2007,2007,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2007Q4,2007Q4,10079,400.427,A,0.41,18643.8811,46.56,705,700
1440,3/31/2008,2008,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2008Q1,2008Q1,10489,401.505,A,0.41,16714.6532,41.63,705,700
1440,6/30/2008,2008,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2008Q2,2008Q2,10631,402.135,A,0.41,16177.8911,40.23,705,700
1440,9/30/2008,2008,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2008Q3,2008Q3,10917,403.039,A,0.41,14924.5342,37.03,705,700
1440,12/31/2008,2008,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2008Q4,2008Q4,10693,406.071,A,0.41,13514.0429,33.28,705,700
1440,3/31/2009,2009,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2009Q1,2009Q1,10940,407.761,A,0.41,10300.0429,25.26,705,700
1440,6/30/2009,2009,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2009Q2,2009Q2,12745,476.783,A,0.41,13774.2609,28.89,705,700
1440,9/30/2009,2009,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2009Q3,2009Q3,13064,477.399,A,0.41,14794.595,30.99,705,700
1440,12/31/2009,2009,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2009Q4,2009Q4,13140,478.054,A,0.41,16631.4987,34.79,705,700
1440,3/31/2010,2010,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2010Q1,2010Q1,13324,478.855,A,0.41,16367.2639,34.18,705,700
1440,6/30/2010,2010,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2010Q2,2010Q2,13269,479.376,A,0.42,15483.8448,32.3,705,700
1440,9/30/2010,2010,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2010Q3,2010Q3,13656,480.041,A,0.42,17391.8854,36.23,705,700
1440,12/31/2010,2010,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2010Q4,2010Q4,13622,480.807,A,0.46,17299.4359,35.98,705,700
1440,3/31/2011,2011,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2011Q1,2011Q1,13779,481.702,A,0.46,16927.0083,35.14,705,700
1440,6/30/2011,2011,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2011Q2,2011Q2,13939,482.227,A,0.46,18170.3134,37.68,705,700
1440,9/30/2011,2011,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2011Q3,2011Q3,14653,482.869,A,0.46,18358.6794,38.02,705,700
1440,12/31/2011,2011,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2011Q4,2011Q4,14664,483.423,A,0.47,19970.2041,41.31,705,700
1440,3/31/2012,2012,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2012Q1,2012Q1,14856,484.23,A,0.47,18681.5934,38.58,705,700
1440,6/30/2012,2012,2,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2012Q2,2012Q2,15007,484.828,A,0.47,19344.6372,39.9,705,700
1440,9/30/2012,2012,3,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2012Q3,2012Q3,15306,485.216,A,0.47,21320.391,43.94,705,700
1440,12/31/2012,2012,4,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2012Q4,2012Q4,15237,485.668,A,0.47,20728.3102,42.68,705,700
1440,3/31/2013,2013,1,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,2013Q1,2013Q1,15421,486.02,A,0.47,23635.1526,48.63,705,700
2285,3/31/2000,2000,1,INDL,C,D,STD,BA,BOEING CO,USD,2000Q1,2000Q1,11855,868.825,A,0.14,,37.8125,110,925
2285,6/30/2000,2000,2,INDL,C,D,STD,BA,BOEING CO,USD,2000Q2,2000Q2,12049,862.853,A,0.14,,41.8125,110,925
2285,9/30/2000,2000,3,INDL,C,D,STD,BA,BOEING CO,USD,2000Q3,2000Q3,12153,855.119,A,0.14,,63,110,925
2285,12/31/2000,2000,4,INDL,C,D,STD,BA,BOEING CO,USD,2000Q4,2000Q4,11020,836.329,A,0.14,,66,110,925
2285,3/31/2001,2001,1,INDL,C,D,STD,BA,BOEING CO,USD,2001Q1,2001Q1,12218,835,A,0.17,,55.71,110,925
2285,6/30/2001,2001,2,INDL,C,D,STD,BA,BOEING CO,USD,2001Q2,2001Q2,11495,813.62,A,0.17,,55.6,110,925
2285,9/30/2001,2001,3,INDL,C,D,STD,BA,BOEING CO,USD,2001Q3,2001Q3,11304,797.937,A,0.17,,33.5,110,925
