gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,conm,CURCDQ,DATACQTR,DATAFQTR,CEQQ,CSHOQ,COSTAT,DVPSPQ,MKVALTQ,PRCCQ,SPCINDCD,SPCSECCD
4029,3/31/2002,2002,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2002Q1,2002Q1,8838,276.6,A,0.645,,65.16,705,700
4029,6/30/2002,2002,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2002Q2,2002Q2,8698,278,A,0.645,,66.2,705,700
4029,9/30/2002,2002,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2002Q3,2002Q3,9065,279,A,0.645,,50.73,705,700
4029,12/31/2002,2002,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2002Q4,2002Q4,10213,308,A,0.645,,54.9,705,700
4029,3/31/2003,2003,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2003Q1,2003Q1,10378,310,A,0.645,,55.37,705,700
4029,6/30/2003,2003,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2003Q2,2003Q2,11135,323,A,0.645,,64.27,705,700
4029,9/30/2003,2003,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2003Q3,2003Q3,10943,324,A,0.645,,61.9,705,700
4029,12/31/2003,2003,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2003Q4,2003Q4,10538,325,A,0.645,,63.83,705,700
4029,3/31/2004,2004,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2004Q1,2004Q1,10510,326,A,0.645,,64.3,705,700
4029,6/30/2004,2004,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2004Q2,2004Q2,10576,330,A,0.645,,63.08,705,700
4029,9/30/2004,2004,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2004Q3,2004Q3,10528,331,A,0.645,,65.25,705,700
4029,12/31/2004,2004,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2004Q4,2004Q4,11426,340,A,0.665,,67.74,705,700
4029,3/31/2005,2005,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2005Q1,2005Q1,10673,340,A,0.67,,74.43,705,700
4029,6/30/2005,2005,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2005Q2,2005Q2,10778,341,A,0.67,,73.39,705,700
4029,9/30/2005,2005,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2005Q3,2005Q3,9776,347,A,0.67,,86.14,705,700
4029,12/31/2005,2005,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2005Q4,2005Q4,10397,347,A,0.67,,77.2,705,700
4029,3/31/2006,2006,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2006Q1,2006Q1,11441,348,A,0.69,24022.44,69.03,705,700
4029,6/30/2006,2006,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2006Q2,2006Q2,12109,353,A,0.69,26400.87,74.79,705,700
4029,9/30/2006,2006,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2006Q3,2006Q3,13548,354,A,0.69,27077.46,76.49,705,700
4029,12/31/2006,2006,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2006Q4,2006Q4,12913,349,A,0.69,29260.16,83.84,705,700
4029,3/31/2007,2007,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2007Q1,2007Q1,12963,350,A,0.71,31069.5,88.77,705,700
4029,6/30/2007,2007,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2007Q2,2007Q2,12577,349,A,0.71,30122.19,86.31,705,700
4029,9/30/2007,2007,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2007Q3,2007Q3,9248,288,A,0.71,24278.4,84.3,705,700
4029,12/31/2007,2007,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2007Q4,2007Q4,9406,577,A,0.395,27378.65,47.45,705,700
4029,3/31/2008,2008,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2008Q1,2008Q1,9525,577.996,A,0.395,23605.3566,40.84,705,700
4029,6/30/2008,2008,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2008Q2,2008Q2,8875,579.938,A,0.395,27541.2556,47.49,705,700
4029,9/30/2008,2008,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2008Q3,2008Q3,10465,581.341,A,0.395,24869.768,42.78,705,700
4029,12/31/2008,2008,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2008Q4,2008Q4,10077,583,A,0.395,20894.72,35.84,705,700
4029,3/31/2009,2009,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2009Q1,2009Q1,10709,589.96,A,0.4375,18282.8604,30.99,705,700
4029,6/30/2009,2009,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2009Q2,2009Q2,11010,595.252,A,0.4375,19893.3218,33.42,705,700
4029,9/30/2009,2009,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2009Q3,2009Q3,11327,597.241,A,0.4375,20604.8145,34.5,705,700
4029,12/31/2009,2009,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2009Q4,2009Q4,11185,599,A,0.4375,23313.08,38.92,705,700
4029,3/31/2010,2010,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2010Q1,2010Q1,11051,596.054,A,0.4575,24503.7799,41.11,705,700
4029,6/30/2010,2010,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2010Q2,2010Q2,12146,589.131,A,0.4575,22822.9349,38.74,705,700
4029,9/30/2010,2010,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2010Q3,2010Q3,12095,580.508,A,0.4575,25344.9793,43.66,705,700
4029,12/31/2010,2010,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2010Q4,2010Q4,11997,581,A,0.4575,24820.32,42.72,705,700
4029,3/31/2011,2011,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2011Q1,2011Q1,11943,575.798,A,0.4925,25738.1706,44.7,705,700
4029,6/30/2011,2011,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2011Q2,2011Q2,11680,569.209,A,0.4925,27475.7184,48.27,705,700
4029,9/30/2011,2011,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2011Q3,2011Q3,11632,569.611,A,0.4925,28919.1505,50.77,705,700
4029,12/31/2011,2011,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2011Q4,2011Q4,11446,570,A,0.4925,30255.6,53.08,705,700
4029,3/31/2012,2012,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2012Q1,2012Q1,11909,571.499,A,0.5275,29266.4638,51.21,705,700
4029,6/30/2012,2012,2,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2012Q2,2012Q2,11896,573.352,A,0.5275,30961.008,54,705,700
4029,9/30/2012,2012,3,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2012Q3,2012Q3,11818,574.61,A,0.5275,30419.8534,52.94,705,700
4029,12/31/2012,2012,4,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2012Q4,2012Q4,10568,576,A,0.5275,29836.8,51.8,705,700
4029,3/31/2013,2013,1,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,2013Q1,2013Q1,10868,577.676,A,0.5625,33609.1897,58.18,705,700
4087,3/31/2000,2000,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2000Q1,2000Q1,12973,1047.149,A,0.35,,52.9375,160,970
4087,6/30/2000,2000,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2000Q2,2000Q2,13010,1042.419,A,0.35,,43.75,160,970
4087,9/30/2000,2000,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2000Q3,2000Q3,12998,1038.442,A,0.35,,41.4375,160,970
4087,12/31/2000,2000,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2000Q4,2000Q4,13062,1039.331,A,0.35,,48.3125,160,970
4087,3/31/2001,2001,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2001Q1,2001Q1,13181,1042.742,A,0.35,,40.7,160,970
4087,6/30/2001,2001,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2001Q2,2001Q2,12462,1039.599,A,0.35,,48.24,160,970
4087,9/30/2001,2001,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2001Q3,2001Q3,12141,1038.039,A,0.35,,37.52,160,970
4087,12/31/2001,2001,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2001Q4,2001Q4,14215,1001.953,A,0.35,,42.51,160,970
4087,3/31/2002,2002,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2002Q1,2002Q1,13959,993.133,A,0.35,,47.15,160,970
4087,6/30/2002,2002,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2002Q2,2002Q2,11213,993.266,A,0.35,,44.4,160,970
4087,9/30/2002,2002,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2002Q3,2002Q3,11334,993.407,A,0.35,,36.07,160,970
4087,12/31/2002,2002,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2002Q4,2002Q4,8826,993.94,A,0.35,,42.4,160,970
4087,3/31/2003,2003,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2003Q1,2003Q1,9096,995.966,A,0.35,,38.86,160,970
4087,6/30/2003,2003,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2003Q2,2003Q2,9479,996.207,A,0.35,,41.64,160,970
4087,9/30/2003,2003,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2003Q3,2003Q3,8600,996.753,A,0.35,,40.01,160,970
4087,12/31/2003,2003,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2003Q4,2003Q4,9544,997.284,A,0.35,,45.89,160,970
4087,3/31/2004,2004,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2004Q1,2004Q1,9966,999.824,A,0.35,,42.22,160,970
4087,6/30/2004,2004,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2004Q2,2004Q2,10246,998.786,A,0.35,,44.42,160,970
4087,9/30/2004,2004,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2004Q3,2004Q3,10020,993.679,A,0.35,,42.8,160,970
4087,12/31/2004,2004,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2004Q4,2004Q4,11140,994.341,A,0.35,,49.05,160,970
4087,3/31/2005,2005,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2005Q1,2005Q1,11663,995.823,A,0.35,,51.24,160,970
4087,6/30/2005,2005,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2005Q2,2005Q2,12219,994.739,A,0.37,,43.01,160,970
4087,9/30/2005,2005,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2005Q3,2005Q3,11791,995.058,A,0.37,,39.17,160,970
4087,12/31/2005,2005,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2005Q4,2005Q4,8670,919.61,A,0.37,,42.5,160,970
4087,3/31/2006,2006,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2006Q1,2006Q1,9236,921.218,A,0.37,38884.6118,42.21,160,970
4087,6/30/2006,2006,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2006Q2,2006Q2,9958,921.792,A,0.37,38346.5472,41.6,160,970
4087,9/30/2006,2006,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2006Q3,2006Q3,9884,919.528,A,0.37,39392.5795,42.84,160,970
4087,12/31/2006,2006,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2006Q4,2006Q4,9185,922.068,A,0.37,44913.9323,48.71,160,970
4087,3/31/2007,2007,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2007Q1,2007Q1,9939,923.604,A,0.37,45653.7457,49.43,160,970
4087,6/30/2007,2007,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2007Q2,2007Q2,10453,920.269,A,0.37,46786.476,50.84,160,970
4087,9/30/2007,2007,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2007Q3,2007Q3,9681,898.93,A,0.37,44550.9708,49.56,160,970
4087,12/31/2007,2007,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2007Q4,2007Q4,10899,899.289,A,0.41,39649.652,44.09,160,970
4087,3/31/2008,2008,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2008Q1,2008Q1,11885,900.525,A,0.41,42108.549,46.76,160,970
4087,6/30/2008,2008,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2008Q2,2008Q2,12666,902.153,A,0.41,38693.3422,42.89,160,970
4087,9/30/2008,2008,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2008Q3,2008Q3,12437,902.361,A,0.41,36365.1483,40.3,160,970
4087,12/31/2008,2008,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2008Q4,2008Q4,6888,902.374,A,0.41,22830.0622,25.3,160,970
4087,3/31/2009,2009,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2009Q1,2009Q1,6977,903.583,A,0.41,20177.0084,22.33,160,970
4087,6/30/2009,2009,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2009Q2,2009Q2,7237,903.608,A,0.41,23150.437,25.62,160,970
4087,9/30/2009,2009,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2009Q3,2009Q3,7410,903.729,A,0.41,29045.8501,32.14,160,970
4087,12/31/2009,2009,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2009Q4,2009Q4,6978,903.814,A,0.41,30431.4174,33.67,160,970
4087,3/31/2010,2010,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2010Q1,2010Q1,7744,905.935,A,0.41,33737.0194,37.24,160,970
4087,6/30/2010,2010,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2010Q2,2010Q2,8589,906.504,A,0.41,31355.9734,34.59,160,970
4087,9/30/2010,2010,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2010Q3,2010Q3,8960,910.988,A,0.41,40648.2846,44.62,160,970
4087,12/31/2010,2010,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2010Q4,2010Q4,9041,917.31,A,0.41,45755.4228,49.88,160,970
4087,3/31/2011,2011,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2011Q1,2011Q1,10572,927.376,A,0.41,50977.8587,54.97,160,970
4087,6/30/2011,2011,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2011Q2,2011Q2,11786,931.071,A,0.41,50324.3876,54.05,160,970
4087,9/30/2011,2011,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2011Q3,2011Q3,11307,923.853,A,0.41,36926.4044,39.97,160,970
4087,12/31/2011,2011,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2011Q4,2011Q4,8356,926.123,A,0.41,42397.9109,45.78,160,970
4087,3/31/2012,2012,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2012Q1,2012Q1,9723,936.847,A,0.41,49559.2063,52.9,160,970
4087,6/30/2012,2012,2,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2012Q2,2012Q2,10304,930.324,A,0.43,47046.4847,50.57,160,970
4087,9/30/2012,2012,3,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2012Q3,2012Q3,10369,932.37,A,0.43,46870.2399,50.27,160,970
4087,12/31/2012,2012,4,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2012Q4,2012Q4,9851,933.016,A,0.43,41965.6602,44.9785,160,970
4087,3/31/2013,2013,1,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,2013Q1,2013Q1,12016,920.193,A,0.43,45236.6879,49.16,160,970
3835,4/30/2000,2000,2,INDL,C,D,STD,DE,DEERE & CO,USD,2000Q1,2000Q2,4216.2,234.266,A,0.22,,40.375,345,925
3835,7/31/2000,2000,3,INDL,C,D,STD,DE,DEERE & CO,USD,2000Q2,2000Q3,4351.8,234.592,A,0.22,,38.5625,345,925
3835,10/31/2000,2000,4,INDL,C,D,STD,DE,DEERE & CO,USD,2000Q3,2000Q4,4301.9,234.556,A,0.22,,36.8125,345,925
3835,1/31/2001,2001,1,INDL,C,D,STD,DE,DEERE & CO,USD,2000Q4,2001Q1,4321.9,234.716,A,0.22,,42.92,345,925
3835,4/30/2001,2001,2,INDL,C,D,STD,DE,DEERE & CO,USD,2001Q1,2001Q2,4340.8,234.77,A,0.22,,41.07,345,925
3835,7/31/2001,2001,3,INDL,C,D,STD,DE,DEERE & CO,USD,2001Q2,2001Q3,4330.5,234.816,A,0.22,,41.95,345,925
3835,10/31/2001,2001,4,INDL,C,D,STD,DE,DEERE & CO,USD,2001Q3,2001Q4,3992.2,237.332,A,0.22,,36.99,345,925
3835,1/31/2002,2002,1,INDL,C,D,STD,DE,DEERE & CO,USD,2001Q4,2002Q1,3942.4,237.729,A,0.22,,43.97,345,925
3835,4/30/2002,2002,2,INDL,C,D,STD,DE,DEERE & CO,USD,2002Q1,2002Q2,4090.1,238.409,A,0.22,,44.76,345,925
3835,7/31/2002,2002,3,INDL,C,D,STD,DE,DEERE & CO,USD,2002Q2,2002Q3,4183.9,238.607,A,0.22,,42.02,345,925
3835,10/31/2002,2002,4,INDL,C,D,STD,DE,DEERE & CO,USD,2002Q3,2002Q4,3163.2,238.895,A,0.22,,46.39,345,925
3835,1/31/2003,2003,1,INDL,C,D,STD,DE,DEERE & CO,USD,2002Q4,2003Q1,3256.9,239.345,A,0.22,,42.2,345,925
3835,4/30/2003,2003,2,INDL,C,D,STD,DE,DEERE & CO,USD,2003Q1,2003Q2,3529.8,239.382,A,0.22,,44.03,345,925
3835,7/31/2003,2003,3,INDL,C,D,STD,DE,DEERE & CO,USD,2003Q2,2003Q3,3792.2,240.002,A,0.22,,50.78,345,925
3835,10/31/2003,2003,4,INDL,C,D,STD,DE,DEERE & CO,USD,2003Q3,2003Q4,4002.1,243.521,A,0.22,,60.62,345,925
3835,1/31/2004,2004,1,INDL,C,D,STD,DE,DEERE & CO,USD,2003Q4,2004Q1,4284.5,246.942,A,0.22,,62.6,345,925
3835,4/30/2004,2004,2,INDL,C,D,STD,DE,DEERE & CO,USD,2004Q1,2004Q2,4740.8,248.937,A,0.22,,68.04,345,925
3835,7/31/2004,2004,3,INDL,C,D,STD,DE,DEERE & CO,USD,2004Q2,2004Q3,5016.6,248.153,A,0.28,,62.81,345,925
3835,10/31/2004,2004,4,INDL,C,D,STD,DE,DEERE & CO,USD,2004Q3,2004Q4,6392.8,246.86,A,0.28,,59.78,345,925
3835,1/31/2005,2005,1,INDL,C,D,STD,DE,DEERE & CO,USD,2004Q4,2005Q1,6498.1,246.505,A,0.28,,69.43,345,925
3835,4/30/2005,2005,2,INDL,C,D,STD,DE,DEERE & CO,USD,2005Q1,2005Q2,6739.7,242.211,A,0.28,,62.54,345,925
3835,7/31/2005,2005,3,INDL,C,D,STD,DE,DEERE & CO,USD,2005Q2,2005Q3,6937,241.193,A,0.31,,73.53,345,925
3835,10/31/2005,2005,4,INDL,C,D,STD,DE,DEERE & CO,USD,2005Q3,2005Q4,6851.5,236.872,A,0.31,,60.68,345,925
3835,1/31/2006,2006,1,INDL,C,D,STD,DE,DEERE & CO,USD,2005Q4,2006Q1,6879.1,234.571,A,0.31,16832.815,71.76,345,925
3835,4/30/2006,2006,2,INDL,C,D,STD,DE,DEERE & CO,USD,2006Q1,2006Q2,7560.3,235.271,A,0.39,20652.0884,87.78,345,925
3835,7/31/2006,2006,3,INDL,C,D,STD,DE,DEERE & CO,USD,2006Q2,2006Q3,7569.3,231.197,A,0.39,16777.9663,72.57,345,925
3835,10/31/2006,2006,4,INDL,C,D,STD,DE,DEERE & CO,USD,2006Q3,2006Q4,7491.2,227.233,A,0.39,19344.3453,85.13,345,925
3835,1/31/2007,2007,1,INDL,C,D,STD,DE,DEERE & CO,USD,2006Q4,2007Q1,7575.9,226.854,A,0.39,22748.9191,100.28,345,925
3835,4/30/2007,2007,2,INDL,C,D,STD,DE,DEERE & CO,USD,2007Q1,2007Q2,7959.6,224.983,A,0.44,24613.1402,109.4,345,925
3835,7/31/2007,2007,3,INDL,C,D,STD,DE,DEERE & CO,USD,2007Q2,2007Q3,8061.1,221.878,A,0.44,26718.5488,120.42,345,925
3835,10/31/2007,2007,4,INDL,C,D,STD,DE,DEERE & CO,USD,2007Q3,2007Q4,7155.8,219.818,A,0.44,34049.8082,154.9,345,925
3835,1/31/2008,2008,1,INDL,C,D,STD,DE,DEERE & CO,USD,2007Q4,2008Q1,7038.4,436.036,A,0.25,38179.3122,87.56,345,925
3835,4/30/2008,2008,2,INDL,C,D,STD,DE,DEERE & CO,USD,2008Q1,2008Q2,7349.6,430.949,A,0.25,36229.8824,84.07,345,925
3835,7/31/2008,2008,3,INDL,C,D,STD,DE,DEERE & CO,USD,2008Q2,2008Q3,7540,427.006,A,0.25,29958.741,70.16,345,925
3835,10/31/2008,2008,4,INDL,C,D,STD,DE,DEERE & CO,USD,2008Q3,2008Q4,6532.7,422.296,A,0.28,16283.7338,38.56,345,925
3835,1/31/2009,2009,1,INDL,C,D,STD,DE,DEERE & CO,USD,2008Q4,2009Q1,6554.9,422.673,A,0.28,14683.66,34.74,345,925
3835,4/30/2009,2009,2,INDL,C,D,STD,DE,DEERE & CO,USD,2009Q1,2009Q2,6868.2,422.752,A,0.28,17442.7475,41.26,345,925
3835,7/31/2009,2009,3,INDL,C,D,STD,DE,DEERE & CO,USD,2009Q2,2009Q3,7423.6,422.948,A,0.28,18499.7455,43.74,345,925
3835,10/31/2009,2009,4,INDL,C,D,STD,DE,DEERE & CO,USD,2009Q3,2009Q4,4818.7,423.242,A,0.28,19278.6731,45.55,345,925
3835,1/31/2010,2010,1,INDL,C,D,STD,DE,DEERE & CO,USD,2009Q4,2010Q1,4979.6,424.008,A,0.28,21179.1996,49.95,345,925
3835,4/30/2010,2010,2,INDL,C,D,STD,DE,DEERE & CO,USD,2010Q1,2010Q2,5650.9,424.838,A,0.28,25413.8092,59.82,345,925
3835,7/31/2010,2010,3,INDL,C,D,STD,DE,DEERE & CO,USD,2010Q2,2010Q3,6115.2,423.863,A,0.28,28263.1848,66.68,345,925
3835,10/31/2010,2010,4,INDL,C,D,STD,DE,DEERE & CO,USD,2010Q3,2010Q4,6290.3,422.18,A,0.3,32423.424,76.8,345,925
3835,1/31/2011,2011,1,INDL,C,D,STD,DE,DEERE & CO,USD,2010Q4,2011Q1,6578.6,421.041,A,0.3,38272.6269,90.9,345,925
3835,4/30/2011,2011,2,INDL,C,D,STD,DE,DEERE & CO,USD,2011Q1,2011Q2,7423.3,419.709,A,0.35,40921.6275,97.5,345,925
3835,7/31/2011,2011,3,INDL,C,D,STD,DE,DEERE & CO,USD,2011Q2,2011Q3,7527.6,413.924,A,0.35,32497.1732,78.51,345,925
3835,10/31/2011,2011,4,INDL,C,D,STD,DE,DEERE & CO,USD,2011Q3,2011Q4,6800.3,406.07,A,0.41,30820.713,75.9,345,925
3835,1/31/2012,2012,1,INDL,C,D,STD,DE,DEERE & CO,USD,2011Q4,2012Q1,6763.4,401.826,A,0.41,34617.3099,86.15,345,925
3835,4/30/2012,2012,2,INDL,C,D,STD,DE,DEERE & CO,USD,2012Q1,2012Q2,7378.9,397.736,A,0.41,32757.537,82.36,345,925
3835,7/31/2012,2012,3,INDL,C,D,STD,DE,DEERE & CO,USD,2012Q2,2012Q3,7395.8,391.667,A,0.46,30087.8589,76.82,345,925
3835,10/31/2012,2012,4,INDL,C,D,STD,DE,DEERE & CO,USD,2012Q3,2012Q4,6842.1,387.805,A,0.46,33134.0592,85.44,345,925
3835,1/31/2013,2013,1,INDL,C,D,STD,DE,DEERE & CO,USD,2012Q4,2013Q1,7483.7,389.556,A,0.46,36641.6374,94.06,345,925
3835,4/30/2013,2013,2,INDL,C,D,STD,DE,DEERE & CO,USD,2013Q1,2013Q2,8264.9,388.044,A,0.46,34652.3292,89.3,345,925
4060,3/31/2000,2000,1,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2000Q1,2000Q1,8733,225.347,A,0.87,,114,160,970
4060,6/30/2000,2000,2,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2000Q2,2000Q2,9061,678.217,A,0.29,,30.1875,160,970
4060,9/30/2000,2000,3,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2000Q3,2000Q3,9213,678.446,A,0.29,,24.9375,160,970
4060,12/31/2000,2000,4,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2000Q4,2000Q4,9186,677.503,A,0.29,,36.625,160,970
4060,3/31/2001,2001,1,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2001Q1,2001Q1,10580,897.53,A,0.4111,,31.57,160,970
4060,6/30/2001,2001,2,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2001Q2,2001Q2,10588,900.809,A,0.1689,,33.25,160,970
4060,9/30/2001,2001,3,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2001Q3,2001Q3,10335,901.888,A,0.335,,32.76,160,970
4060,12/31/2001,2001,4,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2001Q4,2001Q4,9993,904.837,A,0.335,,33.78,160,970
4060,3/31/2002,2002,1,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2002Q1,2002Q1,9845,907.677,A,0.335,,32.72,160,970
4060,6/30/2002,2002,2,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2002Q2,2002Q2,10051,910.718,A,0.335,,34.38,160,970
4060,9/30/2002,2002,3,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2002Q3,2002Q3,9772,911.108,A,0.335,,27.31,160,970
4060,12/31/2002,2002,4,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2002Q4,2002Q4,7626,912.656,A,0.335,,29.7,160,970
4060,3/31/2003,2003,1,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2003Q1,2003Q1,7539,915.544,A,0.335,,27.61,160,970
4060,6/30/2003,2003,2,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2003Q2,2003Q2,7850,918.397,A,0.335,,30.96,160,970
4060,9/30/2003,2003,3,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2003Q3,2003Q3,7960,920.535,A,0.335,,32.54,160,970
4060,12/31/2003,2003,4,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2003Q4,2003Q4,9175,927.449,A,0.335,,41.57,160,970
4060,3/31/2004,2004,1,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2004Q1,2004Q1,9479,936.176,A,0.335,,40.28,160,970
4060,6/30/2004,2004,2,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,2004Q2,2004Q2,9898,939.432,A,0.335,,40.7,160,970
