"DATE","MSFT","KO","DD","XOM","GE","IBM","CVX","UTX","PG","CAT","BA","PFE","JNJ","MMM","MRK","AA","DIS","HPQ","MCD","JPM","WMT","AXP","INTC","BAC","TRV","VZ","T","HD","CSCO","UNH","mktrf","smb","hml","rf","umd","SP500"
Oct 2004,0.011573,0.015231,0.001636,0.018415,0.016081,0.046769,-0.010813,-0.005997,-0.049704,0.006215,-0.03332,-0.053922,0.036393,-0.030011,-0.051212,-0.03245,0.118404,-0.0048,0.039957,-0.019884,0.013534,0.033618,0.109671,0.033695,0.027223,0.002666,-0.014547,0.047959,0.061326,-0.018172,0.0143,0.0043,-0.0084,0.0011,-0.0152,0.014014
Nov 2004,0.068645,-0.027054,0.065314,0.046729,0.036342,0.052033,0.036562,0.055053,0.044939,0.136702,0.077555,-0.034888,0.038112,0.030682,-0.105078,0.050154,0.065821,0.071811,0.073413,-0.024611,-0.034495,0.049746,0.007188,0.033043,0.074205,0.054476,-0.003563,0.018379,-0.023946,0.144337,0.0454,0.0417,0.0193,0.0015,0.0323,0.038595
Dec 2004,-0.003357,0.059272,0.082304,0.000195,0.038462,0.046053,-0.038278,0.059131,0.029918,0.065101,-0.033601,-0.031689,0.051393,0.03116,0.1606,-0.075338,0.043155,0.0525,0.042941,0.036122,0.017096,0.011847,0.04513,0.025286,0.022204,-0.017463,0.023838,0.023713,0.0304,0.062523,0.0343,0.0019,-0.0035,0.0016,-0.0285,0.032458
Jan 2005,-0.016467,-0.003602,-0.030377,0.006633,-0.010137,-0.052343,0.035993,-0.025835,-0.029049,-0.082043,-0.0226,-0.101525,0.020183,0.027903,-0.127256,-0.060789,0.029856,-0.065808,0.010293,-0.03435,-0.007951,-0.051446,-0.040188,-0.013194,0.012679,-0.111948,-0.065483,-0.034628,-0.066253,0.009883,-0.0275,-0.0165,0.0266,0.0016,0.0312,-0.02529
Feb 2005,-0.039574,0.031574,0.128049,0.232171,-0.019651,-0.007065,0.148529,-0.003576,-0.00263,0.066779,0.091304,0.096027,0.018315,0,0.130125,0.093528,-0.024101,0.061766,0.021303,-0.020895,-0.015076,0.014995,0.07216,0.006038,0.020778,0.010677,0.012626,-0.030053,-0.034368,0.025422,0.0189,-0.0072,0.0283,0.0016,0.0318,0.018903
Mar 2005,-0.039348,-0.01986,-0.038649,-0.058601,0.024432,-0.012962,-0.060728,0.017821,-0.001695,-0.03798,0.063489,-0.000761,0.023781,0.020848,0.033123,-0.053861,0.028275,0.058654,-0.058646,-0.053352,-0.026158,-0.049123,-0.03168,-0.045016,-0.035752,-0.013066,-0.015378,-0.041979,0.02698,0.046621,-0.0196,-0.0138,0.0175,0.0021,0.0094,-0.019118
Apr 2005,0.046752,0.042477,-0.080601,-0.043121,0.003882,-0.16415,-0.108215,0.00059,0.026981,-0.03259,0.018132,0.03426,0.021888,-0.107597,0.047266,-0.045081,-0.0811,-0.067001,-0.058767,0.035549,-0.05927,0.025891,0.012484,0.021315,-0.02532,0.019859,0.018257,-0.075052,-0.034656,-0.009121,-0.0261,-0.04,-0.0046,0.0021,-0.0083,-0.020109
May 2005,0.022925,0.027394,-0.004882,-0.009469,0.007735,-0.008248,0.042885,0.053283,0.018467,0.068824,0.077789,0.033861,-0.017485,0.007846,-0.043068,-0.060992,0.039394,0.099658,0.055612,0.007326,0.005091,0.021822,0.14966,0.028419,0.058101,-0.011732,-0.017647,0.112525,0.123335,0.028039,0.0365,0.0299,-0.0123,0.0024,0.0041,0.029952
Jun 2005,-0.037209,-0.058257,-0.075253,0.022598,-0.044134,-0.017869,0.039792,-0.037488,-0.043518,0.012751,0.032864,-0.01147,-0.031297,-0.056751,-0.038841,-0.035793,-0.082362,0.047979,-0.103103,-0.012028,0.020538,-0.009285,-0.034866,-0.005613,0.04963,-0.02346,0.015826,-0.008894,-0.016495,0.073281,0.0056,0.0256,0.0278,0.0023,0.0208,-0.000143
Jul 2005,0.030998,0.048144,-0.007673,0.022272,-0.004329,0.124798,0.037375,-0.012658,0.059905,0.136502,0.000152,-0.039159,-0.016,0.037344,0.008442,0.073479,0.018268,0.047214,0.123243,0.00453,0.023859,0.033252,0.043044,-0.044069,0.113585,0.00246,0.043053,0.118509,0.003669,0.003069,0.0392,0.0277,-0.0045,0.0024,4e-04,0.035968
Aug 2005,0.072237,0.005484,-0.064199,0.024511,-0.025797,-0.031632,0.066196,-0.009467,-0.002696,0.029308,0.019088,-0.031321,-0.003752,-0.045733,-0.07888,-0.039572,-0.017551,0.127539,0.041065,-0.035572,-0.085917,0.004364,-0.049374,-0.001605,-0.022944,-0.044406,-0.015133,-0.071018,-0.079895,-0.015296,-0.0122,-0.0088,0.0141,0.003,0.0221,-0.011222
Sep 2005,-0.060263,-0.012045,-0.010109,0.060768,0.008331,-0.004962,0.054235,0.0368,0.071738,0.058749,0.013876,-0.020016,-0.001735,0.031061,-0.036132,-0.088466,-0.04208,0.054755,0.032049,0.00118,-0.025356,0.039826,-0.041602,-0.021613,0.048593,-0.000611,-0.004568,-0.054067,0.017026,0.091262,0.0048,-0.0068,0.0116,0.0029,0.0348,0.006949
Oct 2005,-0.001166,-0.009493,0.064335,-0.116462,0.007128,0.020693,-0.118338,-0.010802,-0.053649,-0.100596,-0.048712,-0.129355,-0.01043,0.035714,0.037119,-0.005323,0.009946,-0.039726,-0.056435,0.089301,0.079644,-0.012667,-0.046653,0.038955,0.003566,-0.023708,0.008448,0.076036,-0.026228,0.030071,-0.02,-0.0103,-0.007,0.0027,-0.0132,-0.017741
Nov 2005,0.080156,0.004441,0.034301,0.038831,0.053377,0.088178,0.01209,0.054212,0.021432,0.098688,0.058787,-0.016099,-0.008623,0.038431,0.05528,0.134623,0.022979,0.058131,0.092405,0.044511,0.026421,0.033152,0.138723,0.060585,0.033311,0.014916,0.044444,0.020468,0.005158,0.03403,0.0362,0.01,-0.0185,0.0031,0.0037,0.035186
Dec 2005,-0.055275,-0.055751,-0.005848,-0.032052,-0.011758,-0.075366,-0.009422,0.038447,0.012065,-0.000173,0.030063,0.1,-0.026721,-0.012487,0.081973,0.078803,-0.027678,-0.032356,-0.00384,0.037647,-0.033155,0.000778,-0.064468,0.005666,-0.035031,-0.058161,-0.016861,-0.031115,-0.023945,0.038089,-0.0025,-0.0051,0.0048,0.0032,0.0076,-0.000952
Jan 2006,0.076482,0.026544,-0.078823,0.117144,-0.065621,-0.010949,0.045975,0.043999,0.028162,0.179678,-0.027477,0.101201,-0.042596,-0.06129,0.084565,0.065269,0.055903,0.089067,0.038256,0.010078,-0.014744,0.02157,-0.148438,-0.041604,0.015894,0.064575,0.073193,0.001729,0.084696,-0.043772,0.0304,0.0533,0.0117,0.0035,0.028,0.025467
Feb 2006,-0.042273,0.014258,0.037292,-0.048765,0.011298,-0.010578,-0.04126,0.005996,0.011818,0.076289,0.068511,0.029206,0.007647,0.017869,0.010435,-0.064444,0.105887,0.052277,-0.002856,0.034969,-0.016265,0.027264,-0.026111,0.036627,-0.052887,0.064435,0.063198,0.039458,0.08993,-0.020027,-0.003,-0.0031,-0.0085,0.0034,-0.0177,0.000453
Mar 2006,0.012653,0.005004,0.048956,0.025097,0.058108,0.027792,0.026381,-0.00906,-0.038378,-0.017378,0.072087,-0.048492,0.027233,0.028537,0.021515,0.042292,-0.003573,0.005181,-0.015755,0.012154,0.045139,-0.024685,-0.05534,0.004144,-0.022336,0.010683,-0.019935,0.007117,0.070652,-0.040185,0.0146,0.0356,-0.0011,0.0037,0.0121,0.011065
Apr 2006,-0.112459,0.00215,0.044776,0.036477,-0.005463,-0.001576,0.052613,0.083491,0.015443,0.058209,0.070833,0.016453,-0.010301,0.128683,-0.022992,0.105366,0.00251,-0.01307,0.006112,0.097983,-0.046782,0.026261,0.026722,0.096179,0.053601,-0.01835,-0.018399,-0.056028,-0.033226,-0.10956,0.0072,-0.0124,0.0308,0.0036,0.0065,0.012187
May 2006,-0.058385,0.049333,-0.027211,-0.029328,-0.00954,-0.02599,-0.011636,-0.000398,-0.06803,-0.036837,0.001198,-0.056455,0.033868,-0.015334,-0.02179,-0.056542,0.090844,-0.002772,-0.040498,-0.060379,0.079669,0.010221,-0.093093,-0.020433,-0.000227,-0.055101,-0.005723,-0.045329,-0.060621,-0.116204,-0.0357,-0.0304,0.0277,0.0043,-0.0373,-0.030917
Jun 2006,0.028698,-0.015898,-0.021867,0.007224,-0.030648,-0.038548,0.037966,0.014395,0.024885,0.020973,-0.016096,-0.00803,-0.004982,-0.034545,0.094323,0.020177,-0.016393,-0.019148,0.012964,-0.015009,-0.005779,-0.020971,0.054384,-0.006198,0.018628,0.073054,0.070223,-0.057188,-0.007622,0.018653,-0.0035,-0.0053,0.0151,0.004,0.0147,8.7e-05
Jul 2006,0.032618,0.034403,-0.046635,0.104156,-0.008192,0.00768,0.059942,-0.019395,0.016367,-0.044441,-0.054816,0.107371,0.043892,-0.128389,0.105408,-0.074475,-0.010333,0.00726,0.053274,0.094286,-0.076188,-0.018978,-0.052632,0.07131,0.027366,0.021947,0.087218,-0.030176,-0.084485,0.068111,-0.0078,-0.0399,0.0327,0.004,-0.022,0.005086
Aug 2006,0.071904,0.006966,0.017146,0.003691,0.041909,0.049864,-0.013074,0.012623,0.101424,-0.063779,-0.028675,0.069642,0.039728,0.025,0.016389,-0.040401,-0.001347,0.145722,0.014411,0.000877,0.008708,0.00922,0.092778,0.009703,-0.041485,0.040213,0.038013,-0.0121,0.229866,0.086138,0.0203,0.0083,-0.0175,0.0042,-0.0347,0.021274
Sep 2006,0.064202,0.004017,0.071804,-0.008423,0.043746,0.01198,0.007143,0.010206,0.001292,-0.008289,0.052737,0.029028,0.00433,0.037936,0.033292,-0.019237,0.042496,0.005744,0.089694,0.028471,0.102862,0.067377,0.051099,0.0408,0.074032,0.055429,0.045936,0.062117,0.04502,-0.052936,0.0184,-0.0124,-0.0042,0.0041,-0.0094,0.024566
Oct 2006,0.049726,0.045658,0.069094,0.064382,-0.005382,0.1268,0.036078,0.037411,0.027751,-0.072796,0.012809,-0.060296,0.037881,0.059393,0.084009,0.031027,0.017794,0.055874,0.071575,0.017462,-0.000811,0.033524,0.037433,0.0056,0.090424,0.007406,0.062116,0.029225,0.050044,-0.008537,0.0323,0.0164,0.0048,0.0041,-0.0026,0.031508
Nov 2006,0.026123,0.00899,0.032751,0.07995,0.004842,-0.001191,0.083929,-0.014075,-0.009465,0.021743,0.112322,0.040525,-0.016543,0.039067,-0.020035,0.083362,0.05054,0.018585,0.025048,-0.024452,-0.064529,0.015741,0.007263,0.010024,0.013299,-0.017271,-0.009927,0.023172,0.115209,0.00615,0.0171,0.0077,0.0048,0.0042,-0.0103,0.016467
Dec 2006,0.01703,0.030322,0.037929,-0.002343,0.062642,0.056897,0.016731,-0.031148,0.023571,-0.011285,0.003502,-0.057839,0.001669,-0.043334,-0.011907,-0.037215,0.046294,0.045869,0.056231,0.043647,0.005369,0.033208,-0.053517,-0.008542,0.041305,0.065827,0.054261,0.057677,0.015608,0.094743,0.0087,-0.0089,0.0251,0.004,0.0082,0.012616
Jan 2007,0.03349,-0.007668,0.01745,-0.033016,-0.031174,0.020587,-0.00884,0.087972,0.014159,0.049568,0.008104,0.013127,0.011815,-0.04658,0.026376,0.081973,0.026262,0.05074,0.000451,0.061491,0.032698,-0.03791,0.035062,-0.015171,-0.052896,0.045247,0.062518,0.014442,-0.025979,-0.027359,0.0141,9e-04,-2e-04,0.0044,0.0026,0.014059
Feb 2007,-0.083927,-0.025063,0.031073,-0.02834,-0.023856,-0.059607,-0.052689,-0.031094,-0.021273,0.005619,-0.021773,-0.037729,-0.05232,0.003499,-0.013408,0.034365,-0.026159,-0.090804,-0.014882,-0.030238,0.013001,-0.023188,-0.047113,-0.022632,-0.001967,-0.029076,-0.022057,-0.028228,-0.025545,-0.001531,-0.0195,0.0138,0.0024,0.0038,-0.0133,-0.021846
Mar 2007,-0.01065,0.035561,-0.025626,0.052595,0.01289,0.014203,0.079393,-0.00975,-0.005198,0.040354,0.018909,0.012019,-0.042428,0.031722,0.00906,0.014666,0.005255,0.022109,0.031128,-0.020449,-0.023598,-0.008264,-0.036757,0.003738,0.025222,0.013904,0.071467,-0.066305,-0.015806,0.015715,0.0068,-0.0026,0.0039,0.0043,0.0252,0.00998
Apr 2007,0.074273,0.087292,-0.00526,0.052087,0.042421,0.084341,0.051785,0.032769,0.025174,0.087871,0.046002,0.047506,0.065715,0.082952,0.164591,0.046903,0.015974,0.049826,0.071698,0.083919,0.02066,0.078369,0.123889,-0.002352,0.045007,0.017537,-0.009003,0.030757,0.047395,0.001699,0.0349,-0.0209,-0.0096,0.0044,-0.0015,0.043291
May 2007,0.028393,0.015329,0.071588,0.052154,0.019533,0.046864,0.05502,0.054894,-0.013199,0.082071,0.085376,0.049887,-0.008331,0.068503,0.019635,0.167935,0.01315,0.084718,0.047017,-0.005182,-0.002087,0.07104,0.036856,0.007269,0.001294,0.140126,0.067665,0.026406,0.006731,0.032228,0.0324,-4e-04,-0.0013,0.0041,-0.003,0.032549
Jun 2007,-0.039756,-0.006416,-0.028287,0.008537,0.026078,-0.012664,0.033746,0.005386,-0.037136,-0.003563,-0.04404,-0.069844,-0.026079,-0.013301,-0.043279,-0.018169,-0.023082,-0.022096,0.004154,-0.065213,0.010714,-0.05848,0.070334,-0.03589,-0.007015,-0.054215,0.00387,0.018137,0.034547,-0.066277,-0.0196,0.0076,-0.0106,0.004,0.0024,-0.017816
Jul 2007,-0.016288,-0.003823,-0.080842,0.014902,0.012539,0.051306,0.012108,0.028761,0.016669,0.010983,0.075603,-0.080563,-0.018176,0.024542,-0.003012,-0.057488,-0.033392,0.0316,-0.056935,-0.083798,-0.044897,-0.0407,-0.005051,-0.030068,-0.050841,0.045057,-0.047831,-0.0554,0.038061,-0.052992,-0.0374,-0.0267,-0.0299,0.004,0.0278,-0.031982
Aug 2007,-0.005519,0.032048,0.051145,0.011159,0.002838,0.058202,0.036125,0.027134,0.055771,-0.038452,-0.061684,0.068907,0.028182,0.028677,0.010473,-0.039267,0.018182,0.072127,0.028828,0.011588,-0.045702,0.001367,0.094941,0.068747,-0.004726,-0.017363,0.018131,0.036723,0.104116,0.032624,0.0092,-0.0014,-0.0236,0.0042,0.001,0.012864
Sep 2007,0.025409,0.074935,0.016615,0.079669,0.072292,0.009512,0.066317,0.078387,0.077017,0.035106,0.085729,-0.016506,0.063279,0.028465,0.037871,0.070901,0.023512,0.010537,0.10599,0.0292,0.000458,0.012794,0.004272,0.004538,0.001781,0.057307,0.061199,-0.153224,0.037904,-0.031594,0.0323,-0.0246,-0.0213,0.0032,0.0461,0.035794
Oct 2007,0.249491,0.074648,-0.001009,-0.006158,-0.005797,-0.014261,-0.02212,-0.048335,-0.006682,-0.044116,-0.060958,0.007368,-0.008067,-0.077153,0.127104,0.01636,0.006979,0.037959,0.096932,0.034046,0.035739,0.029139,0.040217,-0.039586,0.037147,0.050136,-0.0039,-0.028668,-0.00211,0.014867,0.018,0.0021,-0.0197,0.0032,0.0489,0.014822
Nov 2007,-0.084216,0.01101,-0.059584,-0.026959,-0.069728,-0.090768,-0.034532,-0.019585,0.064442,-0.036322,-0.057815,-0.022755,0.045803,-0.030338,0.018881,-0.081334,-0.042737,-0.010062,0.003684,-0.029362,0.0595,-0.032322,-0.026301,-0.044532,0.017238,-0.062079,-0.085666,-0.086481,-0.15245,0.119023,-0.0482,-0.0277,-0.0109,0.0034,0.0088,-0.044043
Dec 2007,0.059524,-0.011755,-0.044637,0.050808,-0.023766,0.027762,0.063347,0.023673,-0.007838,0.009179,-0.054895,-0.04335,-0.015353,0.012731,-0.014656,0.004949,-0.015686,-0.011728,0.007525,-0.043183,-0.003132,-0.118006,0.022239,-0.091697,0.018452,0.011109,0.087673,-0.056723,-0.033908,0.058182,-0.0086,5e-04,-3e-04,0.0027,0.0655,-0.008628
Jan 2008,-0.08427,-0.038618,0.024722,-0.07781,-0.046129,-0.009158,-0.108004,-0.042723,-0.104195,-0.016676,-0.048937,0.027717,-0.053373,-0.055384,-0.206677,-0.094665,-0.075589,-0.133914,-0.090477,0.094616,0.067536,-0.052095,-0.208552,0.070044,-0.105948,-0.101396,-0.064244,0.137342,-0.094936,-0.12646,-0.0635,-0.0077,0.0305,0.0021,-0.0783,-0.061163
Feb 2008,-0.162273,-0.009153,0.036521,0.011111,-0.054016,0.066754,0.047928,-0.033301,0.011617,0.018876,0.00012,-0.032534,-0.012116,-0.009416,-0.039046,0.127531,0.086126,0.092635,0.016891,-0.142405,-0.022665,-0.139019,-0.047517,-0.099887,-0.035135,-0.064641,-0.09509,-0.133486,-0.00449,-0.085759,-0.0309,-0.0055,-3e-04,0.0013,0.0611,-0.034761
Mar 2008,0.043386,0.047725,0.007324,-0.027928,0.116777,0.011242,-0.015001,-0.023968,0.058779,0.0824,-0.101703,-0.060592,0.046966,0.009566,-0.134763,-0.029079,-0.03178,-0.042495,0.030678,0.056581,0.0671,0.03357,0.060596,-0.029945,0.037276,0.003579,0.099627,0.061959,-0.0123,-0.260112,-0.0094,0.0083,0.0028,0.0017,0.0412,-0.00596
Apr 2008,0.004933,-0.032857,0.04598,0.100378,-0.116455,0.048289,0.126406,0.053037,-0.037391,0.050453,0.141051,-0.039178,0.034222,-0.028427,0.002372,-0.030782,0.033461,0.015112,0.068316,0.118277,0.100607,0.10247,0.050991,-0.00976,0.053292,0.071672,0.021149,0.029675,0.064342,-0.050349,0.046,-0.0149,-3e-04,0.0018,-0.0022,0.047547
May 2008,-0.003156,-0.027348,-0.012063,-0.042011,-0.060551,0.076471,0.037962,-0.015317,-0.014914,0.009282,-0.019915,-0.021382,0.00164,0.015084,0.024185,0.16705,0.036078,0.015318,-0.004364,-0.097587,-4.3e-05,-0.034777,0.047619,-0.094033,-0.011706,-0.00026,0.030741,-0.05,0.042122,0.048422,0.0186,0.0298,-0.0034,0.0018,0.032,0.010674
Jun 2008,-0.028602,-0.085575,-0.10478,-0.007098,-0.121094,-0.084215,-0.000202,-0.131475,-0.079334,-0.106728,-0.205992,-0.097624,-0.03596,-0.102759,-0.022844,-0.122444,-0.071429,-0.058861,-0.045937,-0.202093,-0.026671,-0.187271,-0.073339,-0.27933,-0.122666,-0.079802,-0.155639,-0.135782,-0.129491,-0.23268,-0.0844,0.0107,-0.0102,0.0017,0.1253,-0.085962
Jul 2008,-0.065067,-0.009234,0.02145,-0.087371,0.059948,0.079727,-0.146979,0.036953,0.083374,-0.05256,-0.070146,0.068689,0.06419,0.011496,-0.127089,-0.052499,-0.027244,0.013345,0.063501,0.195278,0.04306,-0.009822,0.033054,0.378299,0.01659,-0.026271,-0.073612,0.017506,-0.0546,0.069714,-0.0077,0.0358,0.0369,0.0015,-0.0532,-0.009859
Aug 2008,0.065319,0.011068,0.023739,-0.000249,-0.006716,-0.044929,0.0285,0.030166,0.065516,0.017405,0.079365,0.040707,0.035344,0.024293,0.084194,-0.042963,0.065898,0.047321,0.043235,-0.05267,0.011728,0.068966,0.036954,-0.053496,0.000907,0.031727,0.038299,0.138061,0.093679,0.084402,0.0153,0.0375,0.0148,0.0013,-0.038,0.012191
Sep 2008,-0.021986,0.022854,-0.093159,-0.029371,-0.081495,-0.039185,-0.044486,-0.084312,-0.001147,-0.157359,-0.125229,-0.03506,-0.016328,-0.04595,-0.10457,-0.29723,-0.051314,-0.012788,-0.004839,0.213302,0.013882,-0.107107,-0.181023,0.144509,0.030344,-0.086276,-0.127227,-0.037058,-0.061954,-0.166174,-0.0924,-0.0034,0.044,0.0015,0.0034,-0.090791
Oct 2008,-0.163357,-0.166793,-0.204963,-0.045583,-0.234902,-0.205113,-0.095538,-0.084915,-0.068159,-0.352013,-0.085963,-0.039588,-0.114607,-0.058703,-0.019328,-0.4907,-0.155751,-0.172145,-0.061102,-0.108565,-0.068125,-0.218741,-0.1441,-0.309429,-0.058628,-0.061078,-0.026862,-0.088837,-0.212323,-0.06538,-0.1723,-0.0228,-0.0299,8e-04,0.0783,-0.169425
Nov 2008,-0.08867,0.072401,-0.205056,0.086751,-0.119939,-0.116919,0.067828,-0.109989,-0.002944,0.073037,-0.17913,-0.054207,-0.037496,0.048678,-0.136672,-0.049565,-0.130837,-0.07837,0.022786,-0.232485,0.001254,-0.152364,-0.130435,-0.327679,0.025852,0.100438,0.066866,-0.020348,-0.069218,-0.114623,-0.0786,-0.0363,-0.0494,3e-04,0.0713,-0.074849
Dec 2008,-0.038576,-0.034137,0.009577,-0.003993,-0.038439,0.031373,-0.063789,0.104471,-0.039316,0.089778,0.000938,0.077906,0.021338,-0.140296,0.151946,0.046468,0.023091,0.030896,0.058553,-0.004106,0.007471,-0.204204,0.062319,-0.113846,0.042383,0.038285,-0.002101,0.005842,-0.01451,0.266064,0.0166,0.0397,-0.012,9e-04,-0.0503,0.007822
Jan 2009,-0.12037,-0.056329,-0.09249,-0.041964,-0.251235,0.088997,-0.046641,-0.104664,-0.111938,-0.299978,-0.008437,-0.176736,-0.035768,-0.065172,-0.060855,-0.308171,-0.088585,-0.042436,-0.067053,-0.178877,-0.159472,-0.08841,-0.120055,-0.53267,-0.145133,-0.10531,-0.121754,-0.064726,-0.081595,0.065038,-0.0812,-0.0098,-0.0986,0,-0.0188,-0.085657
Feb 2009,-0.047953,-0.043773,-0.16507,-0.106956,-0.272877,0.009602,-0.129892,-0.141175,-0.116147,-0.202269,-0.246987,-0.133745,-0.125325,-0.14538,-0.152364,-0.178434,-0.189072,-0.164604,-0.090831,-0.104273,0.044992,-0.279139,-0.00155,-0.399696,-0.064441,-0.044861,-0.034525,-0.029726,-0.02672,-0.306389,-0.1009,-0.0035,-0.069,1e-04,0.0429,-0.109931
Mar 2009,0.137461,0.085924,0.190298,0.002945,0.188014,0.052809,0.107561,0.052657,-0.022421,0.136123,0.131679,0.106417,0.052,0.093709,0.121074,0.17817,0.082886,0.107131,0.044402,0.163238,0.063617,0.130182,0.179749,0.729114,0.132503,0.058535,0.06016,0.138583,0.150995,0.066667,0.0895,0.0073,0.026,2e-04,-0.1135,0.085405
Apr 2009,0.102885,-0.020478,0.24944,-0.020999,0.251236,0.065229,-0.016954,0.136342,0.059248,0.287554,0.125632,-0.01909,-0.004563,0.158487,-0.093832,0.235695,0.205947,0.122271,-0.023456,0.243416,-0.03263,0.863536,0.0499,0.309384,0.012303,0.019868,0.032937,0.117148,0.152057,0.123746,0.1019,0.054,0.0542,1e-04,-0.3472,0.093925
May 2009,0.037512,0.141928,0.035125,0.046498,0.065613,0.035074,0.018457,0.085074,0.050566,-0.003373,0.130337,0.148952,0.062834,0.000174,0.137789,0.019846,0.105936,-0.045303,0.106962,0.118182,-0.007688,-0.014671,0.00507,0.262038,-0.011667,-0.035597,-0.032397,-0.120061,-0.042443,0.130952,0.0521,-0.0266,0.0056,0,-0.1247,0.053081
Jun 2009,0.137865,-0.01546,-0.100105,0.008075,-0.123145,-0.017501,-0.0063,-0.012355,-0.016173,-0.068246,-0.052397,-0.012508,0.029732,0.052539,0.027556,0.12039,-0.036746,0.127511,-0.016952,-0.07561,-0.026136,-0.057545,0.052799,0.172138,0.016724,0.050239,0.002017,0.030009,0.008108,-0.060902,0.0043,0.0267,-0.0244,1e-04,0.0531,0.000196
Jul 2009,-0.010517,0.03855,0.20726,0.006866,0.143345,0.129381,0.048604,0.048306,0.094912,0.346247,0.009647,0.062,0.072007,0.173378,0.073319,0.138432,0.076725,0.12031,-0.042268,0.134565,0.029728,0.219019,0.163142,0.120455,0.049464,0.058575,0.072464,0.097757,0.180161,0.123299,0.0772,0.025,0.0473,1e-04,-0.0547,0.074142
Aug 2009,0.053571,-0.021469,0.045587,-0.011649,0.037313,0.005681,0.016554,0.096842,-0.025221,0.02837,0.167327,0.05838,0.000657,0.029637,0.08064,0.027211,0.036624,0.036721,0.030512,0.12445,0.025311,0.193788,0.062857,0.189317,0.170652,-0.032117,-0.006862,0.052043,-0.018628,-0.002138,0.0332,-0.0051,0.0759,1e-04,-0.0887,0.03356
Sep 2009,0.043408,0.109494,0.006577,-0.007809,0.188489,0.013215,0.007006,0.026449,0.070412,0.132863,0.090195,-0.008982,0.007445,0.023578,-0.012951,0.088797,0.054531,0.053464,0.014758,0.008283,-0.034991,0.007688,-0.036909,-0.037521,-0.017652,-0.024807,0.036852,-0.015574,0.089815,-0.105714,0.0408,0.0247,0.014,1e-04,-0.0502,0.035723
Oct 2009,0.078149,-0.007263,-0.009956,0.0446,-0.131547,0.008361,0.086753,0.008534,0.008978,0.080849,-0.117267,0.029003,-0.030218,-0.003117,-0.022131,-0.053354,-0.003277,0.005295,0.026984,-0.045641,0.012019,0.027729,-0.023505,-0.138298,0.011375,-0.006772,-0.034432,-0.058183,-0.031011,0.036342,-0.0259,-0.0422,-0.0437,0,0.0267,-0.019762
Nov 2009,0.065272,0.08066,0.099623,0.0533,0.123422,0.052152,0.028482,0.100488,0.075,0.060479,0.10523,0.076336,0.072481,0.059535,0.170708,0.010467,0.104129,0.033713,0.088551,0.017237,0.098027,0.200631,0.012036,0.087106,0.052219,0.063197,0.049474,0.090474,0.025866,0.104817,0.0556,-0.0265,0.0017,0,0.0037,0.057364
Dec 2009,0.036382,-0.003497,-0.026316,-0.091648,-0.049313,0.036011,-0.013455,0.032273,-0.027586,-0.023977,0.032818,0.001101,0.024984,0.067536,0.019608,0.28754,0.078756,0.051569,-0.012806,-0.019299,-0.01517,-0.031317,0.0625,-0.049211,-0.041993,0.053083,0.04046,0.065607,0.023077,0.063132,0.0275,0.0579,0.0073,1e-04,0.0289,0.017771
Jan 2010,-0.075459,-0.048246,-0.031482,-0.05514,0.062789,-0.065011,-0.063255,-0.027806,0.022431,-0.075978,0.119527,0.025838,-0.024065,-0.02637,0.044882,-0.210298,-0.083721,-0.086197,-0.00016,-0.064315,-0.000374,-0.06614,-0.04902,0.007968,0.016245,-0.097646,-0.080271,-0.031801,-0.061404,0.082677,-0.0336,0.0019,0.0061,0,-0.0534,-0.036974
Feb 2010,0.022001,-0.028203,0.046611,0.015366,0.004975,0.043468,0.011925,0.023637,0.028107,0.092075,0.049175,-0.049839,0.010022,0.002298,-0.034049,0.047133,0.057191,0.079031,0.031555,0.077812,0.011978,0.014073,0.066366,0.097497,0.037892,-0.016655,-0.021688,0.113888,0.082777,0.026061,0.034,0.0144,0.0274,0,0.0362,0.028514
Mar 2010,0.021538,0.051593,0.104389,0.030462,0.13325,0.008572,0.048824,0.072251,-0.000158,0.101665,0.14962,-0.022792,0.034921,0.04267,0.023048,0.070677,0.117478,0.048041,0.044949,0.066238,0.033891,0.085101,0.085728,0.072029,0.031945,0.072243,0.041516,0.044431,0.069873,-0.035145,0.0632,0.0158,0.0203,1e-04,0.037,0.058796
Apr 2010,0.042595,-0.028182,0.069817,0.011794,0.036264,0.005848,0.073981,0.018204,-0.009929,0.090056,-0.002479,-0.025073,-0.013804,0.061027,-0.061847,-0.056882,0.055285,-0.022201,0.058004,-0.047374,-0.035252,0.11779,0.024675,-0.00112,-0.059325,-0.05303,0.024768,0.089026,0.034575,-0.071319,0.02,0.0494,0.0315,0,0.0314,0.014759
May 2010,-0.150811,-0.038354,-0.081827,-0.101372,-0.133086,-0.023953,-0.084111,-0.09533,-0.017214,-0.107652,-0.108104,-0.078349,-0.084915,-0.099639,-0.038527,-0.13105,-0.092834,-0.114682,-0.044907,-0.070456,-0.05178,-0.135516,-0.055276,-0.117218,-0.02503,-0.047751,-0.067536,-0.038887,-0.139993,-0.040911,-0.0789,-8e-04,-0.0233,1e-04,-0.0022,-0.081976
